岗位名称,类别,职位名称,所属地,专业学科,学历要求,岗位描述
大客户销售,正式,大客户销售,山东省 济南市,不限专业,本科及以上,1、具有良好的沟通表达能力、能承受一定工作压力、学习能力较强；2、能适应山东省内出差，培训合格后划分负责区域；3、渴望成功与富足生活、热爱销售。
技术实习生,正式,技术支持/维护经理,济南市,机械类,本科及以上,1、本科及以上学历，工科学历背景优先；2、具备良好的心理素质及团队合作精神，善于语言和文字方面的表达及沟通；3、思维清晰，具备很强的决断能力和执行力；4、具有良好的心理、身体素质，能适应省内出差；
,正式,技术支持/维护经理,济南市,机械工程,本科及以上,1、本科及以上学历，工科学历背景优先；2、具备良好的心理素质及团队合作精神，善于语言和文字方面的表达及沟通；3、思维清晰，具备很强的决断能力和执行力；4、具有良好的心理、身体素质，能适应省内出差；
,正式,技术支持/维护经理,济南市,机械设计制造及其自动化,本科及以上,1、本科及以上学历，工科学历背景优先；2、具备良好的心理素质及团队合作精神，善于语言和文字方面的表达及沟通；3、思维清晰，具备很强的决断能力和执行力；4、具有良好的心理、身体素质，能适应省内出差；
,正式,技术支持/维护经理,济南市,材料成型及控制工程,本科及以上,1、本科及以上学历，工科学历背景优先；2、具备良好的心理素质及团队合作精神，善于语言和文字方面的表达及沟通；3、思维清晰，具备很强的决断能力和执行力；4、具有良好的心理、身体素质，能适应省内出差；
,正式,技术支持/维护经理,济南市,机械电子工程,本科及以上,1、本科及以上学历，工科学历背景优先；2、具备良好的心理素质及团队合作精神，善于语言和文字方面的表达及沟通；3、思维清晰，具备很强的决断能力和执行力；4、具有良好的心理、身体素质，能适应省内出差；
,正式,技术支持/维护经理,济南市,工业设计,本科及以上,1、本科及以上学历，工科学历背景优先；2、具备良好的心理素质及团队合作精神，善于语言和文字方面的表达及沟通；3、思维清晰，具备很强的决断能力和执行力；4、具有良好的心理、身体素质，能适应省内出差；
销售实习生,正式,销售专员,济南市,机械类,本科及以上,1. 熟悉工业通用机械；2．有电子，医疗，节能＆环保行业经验者尤佳3．本科以上学历，机械设计或机电一体化等相关专业优先；4．良好的沟通和协调能力以及市场意识，自律，具有团队合作精神，能够在压力下保持积极的工作态度；5．能适应频繁出差。
,正式,销售专员,济南市,机械工程,本科及以上,1. 熟悉工业通用机械；2．有电子，医疗，节能＆环保行业经验者尤佳3．本科以上学历，机械设计或机电一体化等相关专业优先；4．良好的沟通和协调能力以及市场意识，自律，具有团队合作精神，能够在压力下保持积极的工作态度；5．能适应频繁出差。
,正式,销售专员,济南市,机械设计制造及其自动化,本科及以上,1. 熟悉工业通用机械；2．有电子，医疗，节能＆环保行业经验者尤佳3．本科以上学历，机械设计或机电一体化等相关专业优先；4．良好的沟通和协调能力以及市场意识，自律，具有团队合作精神，能够在压力下保持积极的工作态度；5．能适应频繁出差。
,正式,销售专员,济南市,机械电子工程,本科及以上,1. 熟悉工业通用机械；2．有电子，医疗，节能＆环保行业经验者尤佳3．本科以上学历，机械设计或机电一体化等相关专业优先；4．良好的沟通和协调能力以及市场意识，自律，具有团队合作精神，能够在压力下保持积极的工作态度；5．能适应频繁出差。
项目助理,正式,环保工程师,济南市,机械类,本科及以上,1.本科以上学历，机电、流体、电气、建筑钢构、工程造价等相关专业，1年以上相关工作经验优先考虑；2.具有较好的协调能力，沟通能力以及团队协作能力；3.具备独立驾驶经验；4.能适应驻外。
,正式,环保工程师,济南市,机械工程,本科及以上,1.本科以上学历，机电、流体、电气、建筑钢构、工程造价等相关专业，1年以上相关工作经验优先考虑；2.具有较好的协调能力，沟通能力以及团队协作能力；3.具备独立驾驶经验；4.能适应驻外。
,正式,环保工程师,济南市,机械设计制造及其自动化,本科及以上,1.本科以上学历，机电、流体、电气、建筑钢构、工程造价等相关专业，1年以上相关工作经验优先考虑；2.具有较好的协调能力，沟通能力以及团队协作能力；3.具备独立驾驶经验；4.能适应驻外。
,正式,环保工程师,济南市,机械电子工程,本科及以上,1.本科以上学历，机电、流体、电气、建筑钢构、工程造价等相关专业，1年以上相关工作经验优先考虑；2.具有较好的协调能力，沟通能力以及团队协作能力；3.具备独立驾驶经验；4.能适应驻外。
土建工程师—2024年校园招聘,正式,建筑工程师,济南市 青岛市 淄博市 枣庄市 东营市 烟台市 潍坊市 济宁市 泰安市 威海市 日照市 临沂市 德州市 聊城市 滨州市 菏泽市,工程管理,本科及以上,2024年应届毕业生。专业要求：土木工程、工程管理。
,正式,建筑工程师,济南市 青岛市 淄博市 枣庄市 东营市 烟台市 潍坊市 济宁市 泰安市 威海市 日照市 临沂市 德州市 聊城市 滨州市 菏泽市,工程造价,本科及以上,2024年应届毕业生。专业要求：土木工程、工程管理。
,正式,建筑工程师,济南市 青岛市 淄博市 枣庄市 东营市 烟台市 潍坊市 济宁市 泰安市 威海市 日照市 临沂市 德州市 聊城市 滨州市 菏泽市,土木工程,本科及以上,2024年应届毕业生。专业要求：土木工程、工程管理。
安全工程师—2024年校园招聘,正式,安全员,济南市 青岛市 淄博市 枣庄市 东营市 烟台市 潍坊市 济宁市 泰安市 威海市 日照市 临沂市 德州市 聊城市 滨州市 菏泽市,工程管理,本科及以上,2024年应届毕业生，专业要求：安全工程、建筑工程类等专业。
,正式,安全员,济南市 青岛市 淄博市 枣庄市 东营市 烟台市 潍坊市 济宁市 泰安市 威海市 日照市 临沂市 德州市 聊城市 滨州市 菏泽市,土木工程,本科及以上,2024年应届毕业生，专业要求：安全工程、建筑工程类等专业。
市政路桥工程师—2024年校园招聘,正式,市政工程师,济南市 青岛市 淄博市 枣庄市 东营市 烟台市 潍坊市 济宁市 泰安市 威海市 日照市 临沂市 德州市 聊城市 滨州市 菏泽市,工程管理,本科及以上,2024年应届毕业生，专业要求：路桥工程、水利水电、给排水
,正式,市政工程师,济南市 青岛市 淄博市 枣庄市 东营市 烟台市 潍坊市 济宁市 泰安市 威海市 日照市 临沂市 德州市 聊城市 滨州市 菏泽市,土木工程,本科及以上,2024年应届毕业生，专业要求：路桥工程、水利水电、给排水
,正式,市政工程师,济南市 青岛市 淄博市 枣庄市 东营市 烟台市 潍坊市 济宁市 泰安市 威海市 日照市 临沂市 德州市 聊城市 滨州市 菏泽市,给排水科学与工程,本科及以上,2024年应届毕业生，专业要求：路桥工程、水利水电、给排水
,正式,市政工程师,济南市 青岛市 淄博市 枣庄市 东营市 烟台市 潍坊市 济宁市 泰安市 威海市 日照市 临沂市 德州市 聊城市 滨州市 菏泽市,道路桥梁与渡河工程,本科及以上,2024年应届毕业生，专业要求：路桥工程、水利水电、给排水
造价工程师—2024年校园招聘,正式,工程造价师/预结算经理,济南市 青岛市 淄博市 枣庄市 东营市 烟台市 潍坊市 济宁市 泰安市 威海市 日照市 临沂市 德州市 聊城市 滨州市 菏泽市,工程管理,本科及以上,2024年应届毕业生。专业要求：工程造价、工程管理。
,正式,工程造价师/预结算经理,济南市 青岛市 淄博市 枣庄市 东营市 烟台市 潍坊市 济宁市 泰安市 威海市 日照市 临沂市 德州市 聊城市 滨州市 菏泽市,工程造价,本科及以上,2024年应届毕业生。专业要求：工程造价、工程管理。
校园代理,实习,代理商销售,全国,不限专业,本科及以上,能够接受销售、品牌推广工作
营销管培生,正式,城市经理,全国,不限专业,大专及以上,1.热爱幼教行业，吃苦耐劳，可以接受出差；2.品行端正，有责任心与事业心，具备高效执行力及创新精神。
灌装工程师,正式,生产计划/物料管理(PMC),山东省 济南市,不限专业,本科及以上,1、有良好心态、有责任心、有事业心，能吃苦耐劳；2、身体健康，能适应倒班工作，有从基层做起的意识。
主持人/主播,正式,影视媒体,山东省 济南市,不限专业,大专及以上,1、专科及以上学历；2、普通话标准达级；3、性格活泼开朗；4、会使用pr、剪映等剪辑工具。5、热爱机车行业。
上位机工程师,正式,硬件工程师,济南市,信息与计算科学,本科及以上,岗位要求：1、计算机/电子/电气类相关专业，全日制本科及以上学历；2、精通C/S架构，C#/Java语言，Winform；3、有PC端上位机软件开发经验；4、有医疗器械、精密仪器上位机项目经验优先；5、有WPF技术经验者优先。
,正式,硬件工程师,济南市,计算机科学与技术,本科及以上,岗位要求：1、计算机/电子/电气类相关专业，全日制本科及以上学历；2、精通C/S架构，C#/Java语言，Winform；3、有PC端上位机软件开发经验；4、有医疗器械、精密仪器上位机项目经验优先；5、有WPF技术经验者优先。
机械研发工程师,正式,机械工程师,济南市,机械工程,本科及以上,"工作要求：1、熟练使用CAD、Solidworks等软件；2、能够独立进行零部件的方案设计，图纸设计标准规范，熟悉机械设备的工作原理及零件的加工工艺；3、能服从上级工作安排．认真按时完成设计任务；4、统招本科及以上学历,机械工程相关专业。"
,正式,机械工程师,济南市,机械设计制造及其自动化,本科及以上,"工作要求：1、熟练使用CAD、Solidworks等软件；2、能够独立进行零部件的方案设计，图纸设计标准规范，熟悉机械设备的工作原理及零件的加工工艺；3、能服从上级工作安排．认真按时完成设计任务；4、统招本科及以上学历,机械工程相关专业。"
,正式,机械工程师,济南市,材料成型及控制工程,本科及以上,"工作要求：1、熟练使用CAD、Solidworks等软件；2、能够独立进行零部件的方案设计，图纸设计标准规范，熟悉机械设备的工作原理及零件的加工工艺；3、能服从上级工作安排．认真按时完成设计任务；4、统招本科及以上学历,机械工程相关专业。"
,正式,机械工程师,济南市,机械电子工程,本科及以上,"工作要求：1、熟练使用CAD、Solidworks等软件；2、能够独立进行零部件的方案设计，图纸设计标准规范，熟悉机械设备的工作原理及零件的加工工艺；3、能服从上级工作安排．认真按时完成设计任务；4、统招本科及以上学历,机械工程相关专业。"
注册专员,正式,公关专员,济南市,基础医学类,本科及以上,熟悉申报流程，了解医疗器械研发流程
,正式,公关专员,济南市,药学类,本科及以上,熟悉申报流程，了解医疗器械研发流程
,正式,公关专员,济南市,智能医学工程,本科及以上,熟悉申报流程，了解医疗器械研发流程
Java研发工程师,正式,Java开发工程师,济南市,电气工程及其自动化,本科及以上,1. 本科及以上学历，计算机相关理工科专业2.  具有扎实的java基础，良好的面向对象思想和架构思维，拥有规范化的编程习惯；3.  熟悉Java编程语言，掌握spring、springMVC、SpringBoot的使用;4.  熟练掌握pgsql、mysql、redis、MongoDB等数据库，对SQL语句优化有一定的了解；5.  熟悉互联网+开发的工具和框架，包括Netty、MQTT、rabbiMQ、Docker等技术；6.  熟悉http、socket等网络编程；7.  熟悉前端技术，了解html、js、css，熟悉Vue/React等主流框架；8.  具有较好的逻辑思维和系统思维，工作有较强的计划性和逻辑性；9.  工作积极主动，具有很强的学习能力.对新技术的追求精神.良好的团队合作精神和沟通能力，有全局观，责任心强，抗压能力强。
Web研发工程师,正式,Web前端开发,济南市,计算机科学与技术,本科及以上,1. 本科及以上学历，计算机相关理工科专业2.  具有扎实的前端基础，熟练掌握html、css、js、ajax、jquery、bootstrap; 3.  熟悉React/Vue等主流框架，有实际的项目经验；4.  了解移动端开发，具备app、小程序相关开发经验者优先，具有较高的页面设计能力；5.  深刻理解Web标准，对前端性能、可访问性、可维护性等相关知识有实际的了解和实践经验；6.  了解后台开发，熟悉Java编程语言，了解spring、springMVC、SpringBoot的使用；7.  具有较好的逻辑思维和系统思维，擅长项目管理，工作有较强的计划性和逻辑性；8.  工作积极主动，具有很强的学习能力.对新技术的追求精神.良好的团队合作精神和沟通能力，有全局观，责任心强，抗压能力强。
嵌入式系统研发工程师,正式,编程/IT开发,济南市,电气工程及其自动化,本科及以上,"1. 本科及以上学历，通信、电子工程、自动化、计算机相关专业2. 熟悉单片机、DSP、ARM、或其他嵌入式系统软件构架设计、代码的编写； 3. 熟悉Modbus、TCPIP、CAN、GB27930、DL/T645等通讯规约； 4. 熟练使用C或C开发环境进行开发及调试； 5. 精通基于STM32芯片的软件开发，精通常用的网络协议，如TCP/IP、HTTP；6. 熟悉充电行业相关的国内、国际标准；7.有较强的责任心,良好团队协作能力、沟通能力、善于学习"
,正式,编程/IT开发,济南市,电子信息工程,本科及以上,"1. 本科及以上学历，通信、电子工程、自动化、计算机相关专业2. 熟悉单片机、DSP、ARM、或其他嵌入式系统软件构架设计、代码的编写； 3. 熟悉Modbus、TCPIP、CAN、GB27930、DL/T645等通讯规约； 4. 熟练使用C或C开发环境进行开发及调试； 5. 精通基于STM32芯片的软件开发，精通常用的网络协议，如TCP/IP、HTTP；6. 熟悉充电行业相关的国内、国际标准；7.有较强的责任心,良好团队协作能力、沟通能力、善于学习"
技术服务工程师,正式,售前/售后技术支持工程师,济南市,电气工程及其自动化,本科及以上,1.  大专及以上学历，电气、电力电子、自动化、电子等相关专业；2.  能够看懂电气原理图，具备故障排查能力，熟悉充电标准及相关规定；3.  可以接受国内各大、中、小城市短期出差，有C1驾照优先；4.  有高低压电工上岗证优先录用；5.  了解非车载传导式充电机与BMS通信协议者、有充电设备工作经验者优先考虑；6.  身体健康，无不良嗜好；
,正式,售前/售后技术支持工程师,济南市,电子信息工程,本科及以上,1.  大专及以上学历，电气、电力电子、自动化、电子等相关专业；2.  能够看懂电气原理图，具备故障排查能力，熟悉充电标准及相关规定；3.  可以接受国内各大、中、小城市短期出差，有C1驾照优先；4.  有高低压电工上岗证优先录用；5.  了解非车载传导式充电机与BMS通信协议者、有充电设备工作经验者优先考虑；6.  身体健康，无不良嗜好；
,正式,售前/售后技术支持工程师,济南市,计算机科学与技术,本科及以上,1.  大专及以上学历，电气、电力电子、自动化、电子等相关专业；2.  能够看懂电气原理图，具备故障排查能力，熟悉充电标准及相关规定；3.  可以接受国内各大、中、小城市短期出差，有C1驾照优先；4.  有高低压电工上岗证优先录用；5.  了解非车载传导式充电机与BMS通信协议者、有充电设备工作经验者优先考虑；6.  身体健康，无不良嗜好；
硬件研发工程师,正式,产品,济南市,电气工程及其自动化,本科及以上,"1. 电力、电子、自动化等相关专业本科及以上学历；2. 熟练使用绘制电路原理图和PCB图软件，熟悉硬件设计、开发、测试，精通模拟及数字电路，能够独立进行电子电路硬件设计，熟悉EMC规范；3. 熟悉ARM体系单片机及其常见外围电路设计；4. 精通硬件开发技能，掌握专业的开发知识以及开发技能；5. 熟悉硬件设计流程，成本控制，工艺要求； 6. 熟悉充电行业相关的国内、国际标准；7. 有较强的责任心,良好团队协作能力、沟通能力、善于学习；动手能力强。"
,正式,产品,济南市,电子信息工程,本科及以上,"1. 电力、电子、自动化等相关专业本科及以上学历；2. 熟练使用绘制电路原理图和PCB图软件，熟悉硬件设计、开发、测试，精通模拟及数字电路，能够独立进行电子电路硬件设计，熟悉EMC规范；3. 熟悉ARM体系单片机及其常见外围电路设计；4. 精通硬件开发技能，掌握专业的开发知识以及开发技能；5. 熟悉硬件设计流程，成本控制，工艺要求； 6. 熟悉充电行业相关的国内、国际标准；7. 有较强的责任心,良好团队协作能力、沟通能力、善于学习；动手能力强。"
,正式,产品,济南市,自动化,本科及以上,"1. 电力、电子、自动化等相关专业本科及以上学历；2. 熟练使用绘制电路原理图和PCB图软件，熟悉硬件设计、开发、测试，精通模拟及数字电路，能够独立进行电子电路硬件设计，熟悉EMC规范；3. 熟悉ARM体系单片机及其常见外围电路设计；4. 精通硬件开发技能，掌握专业的开发知识以及开发技能；5. 熟悉硬件设计流程，成本控制，工艺要求； 6. 熟悉充电行业相关的国内、国际标准；7. 有较强的责任心,良好团队协作能力、沟通能力、善于学习；动手能力强。"
,正式,产品,济南市,计算机科学与技术,本科及以上,"1. 电力、电子、自动化等相关专业本科及以上学历；2. 熟练使用绘制电路原理图和PCB图软件，熟悉硬件设计、开发、测试，精通模拟及数字电路，能够独立进行电子电路硬件设计，熟悉EMC规范；3. 熟悉ARM体系单片机及其常见外围电路设计；4. 精通硬件开发技能，掌握专业的开发知识以及开发技能；5. 熟悉硬件设计流程，成本控制，工艺要求； 6. 熟悉充电行业相关的国内、国际标准；7. 有较强的责任心,良好团队协作能力、沟通能力、善于学习；动手能力强。"
销售工程师,正式,销售,济南市,市场营销,本科及以上,-
,正式,销售,济南市,技术经济及管理,本科及以上,-
,正式,销售,济南市,电子信息工程,本科及以上,-
,正式,销售,济南市,电气工程及其自动化,本科及以上,-
,正式,销售,济南市,自动化,本科及以上,-
售前技术工程师,正式,售前/售后技术支持工程师,济南市,电气工程及其自动化,本科及以上,-
,正式,售前/售后技术支持工程师,济南市,电子信息工程,本科及以上,-
售后服务工程师,正式,售前/售后技术支持工程师,济南市,电气工程及其自动化,本科及以上,-
,正式,售前/售后技术支持工程师,济南市,电子信息工程,本科及以上,-
行政助理,正式,行政专员/助理,山东省 济南市,不限专业,本科及以上,投递邮箱：hoteamhr@163.com
采购工程师,正式,采购员,济南市,电气工程及其自动化,本科及以上,-
,正式,采购员,济南市,智能电网信息工程,本科及以上,-
,正式,采购员,济南市,光源与照明,本科及以上,-
销售工程师,正式,售前/售后技术支持工程师,济南市,电气工程及其自动化,本科及以上,专业要求：电气工程、自动化、测控技术、电子信息、工业自动化、机电一体化、物理学等理工专业学历要求：本科/硕士
,正式,售前/售后技术支持工程师,济南市,电子信息工程,本科及以上,专业要求：电气工程、自动化、测控技术、电子信息、工业自动化、机电一体化、物理学等理工专业学历要求：本科/硕士
工程技术类,正式,结构/土木/土建工程师,淄博市 烟台市 临沂市 聊城市,工程管理,本科及以上,"1.品行良好，学习成绩优秀，有较扎实的专业基础知识；2.爱岗敬业，吃苦耐劳,适应施工企业工作环境及工作特点要求；3.在校期间担任学生干部、社团干部，获校级先进称号的优秀毕业生及学生党员优先；4.一本及以上院校毕业生优先。"
,正式,结构/土木/土建工程师,淄博市 烟台市 临沂市 聊城市,土木工程,本科及以上,"1.品行良好，学习成绩优秀，有较扎实的专业基础知识；2.爱岗敬业，吃苦耐劳,适应施工企业工作环境及工作特点要求；3.在校期间担任学生干部、社团干部，获校级先进称号的优秀毕业生及学生党员优先；4.一本及以上院校毕业生优先。"
,正式,结构/土木/土建工程师,淄博市 烟台市 临沂市 聊城市,交通工程,本科及以上,"1.品行良好，学习成绩优秀，有较扎实的专业基础知识；2.爱岗敬业，吃苦耐劳,适应施工企业工作环境及工作特点要求；3.在校期间担任学生干部、社团干部，获校级先进称号的优秀毕业生及学生党员优先；4.一本及以上院校毕业生优先。"
项目部财务岗位,正式,财务,全国,会计学,本科及以上,"1.品行良好，学习成绩优秀，有较扎实的专业基础知识；2.爱岗敬业，吃苦耐劳,适应施工企业工作环境及工作特点要求；3.在校期间担任学生干部、社团干部，获校级先进称号的优秀毕业生及学生党员优先；"
,正式,财务,全国,经济学,本科及以上,"1.品行良好，学习成绩优秀，有较扎实的专业基础知识；2.爱岗敬业，吃苦耐劳,适应施工企业工作环境及工作特点要求；3.在校期间担任学生干部、社团干部，获校级先进称号的优秀毕业生及学生党员优先；"
安全管理岗,正式,建筑工程师,济南市,安全工程,本科及以上,-
,正式,建筑工程师,济南市,安全防范工程,本科及以上,-
工程技术岗位,正式,建筑工程师,济南市,工程力学,本科及以上,-
,正式,建筑工程师,济南市,电气工程及其自动化,本科及以上,-
,正式,建筑工程师,济南市,土木类,本科及以上,-
,正式,建筑工程师,济南市,土木工程,本科及以上,-
,正式,建筑工程师,济南市,道路桥梁与渡河工程,本科及以上,-
,正式,建筑工程师,济南市,测绘类,本科及以上,-
,正式,建筑工程师,济南市,安全工程,本科及以上,-
成本计量岗,正式,工程造价师/预结算经理,济南市,建筑类,本科及以上,-
,正式,工程造价师/预结算经理,济南市,工程管理,本科及以上,-
,正式,工程造价师/预结算经理,济南市,工程造价,本科及以上,-
试验检测岗,正式,建筑工程师,济南市,土木类,本科及以上,-
,正式,建筑工程师,济南市,土木工程,本科及以上,-
互联网营销顾问,正式,销售顾问,济南市 青岛市 潍坊市,不限专业,大专及以上,1、大专及以上学历，有互联网、O2O、快消品、广告销售等行业销售经验者优先；2、认真负责，积极上进；3、性格开朗、认真负责、吃苦耐劳，对工作有激情，有上进心；4、精力充沛，具备在较强压力下出色完成任务的能力，逻辑思维能力
人力资源专员,正式,人事专员,济南市,不限专业,本科及以上,1、本科及以上学历，人力资源、心理学、工商管理等相关专业优先。2、有良好的书面、口头表达能力以及沟通领悟能力；3、工作细致认真，有良好的执行力及职业素养；4、性格活泼开朗，具有亲和力，头脑灵活。5、有强烈的责任感和敬业精神，能承受较大的工作压力；6、熟悉操作office办公软件。
百度管培生,正式,储备干部培训生,济南市,市场营销,本科及以上,1、2023年应届毕业生及2024年实习生，本科以上学历。2、有较好的洞察力与敏锐的判断力，逻辑思维能力强，做事严谨。3、普通话标准，语言表达能力清晰流畅，有合作团队精神。
百度运营专员SEM,正式,客服专员/助理,山东省 济南市 青岛市 潍坊市,不限专业,本科及以上,熟练使用Word Excel等办公软件 ！具备优秀的沟通表达能力及较强的客户服务意识，有志于成为IT推广定制专家 ！具有良好的沟通、应变能力 ，有服务意识，吃苦耐劳，严谨细心。
美容助理实习生,实习,美容助理,山东省 济南市,不限专业,大专及以上,1、心态积极，亲和力强，善于交谈，踏实肯学2、对流行美容产品及变美技巧有自己的认知及理解
软件开发工程师,正式,软件工程师,山东省 济南市,计算机科学与技术,本科及以上,1.国家正规院校统招2024届本科生（山东省内户籍）； 2.计算机科学与技术、软件工程、信息与计算科学、计算机应用技术等计算机软件相关专业优先； 3.有日语学习兴趣并有3年以上对日软件开发意愿者；4.有三个月以上Java实际开发经验者优先；5.在校学习成绩良好、参加过计算机等相关校级以上竞赛且获得名次者优先；
,正式,软件工程师,山东省 济南市,物联网工程,本科及以上,1.国家正规院校统招2024届本科生（山东省内户籍）； 2.计算机科学与技术、软件工程、信息与计算科学、计算机应用技术等计算机软件相关专业优先； 3.有日语学习兴趣并有3年以上对日软件开发意愿者；4.有三个月以上Java实际开发经验者优先；5.在校学习成绩良好、参加过计算机等相关校级以上竞赛且获得名次者优先；
,正式,软件工程师,山东省 济南市,数据科学与大数据技术,本科及以上,1.国家正规院校统招2024届本科生（山东省内户籍）； 2.计算机科学与技术、软件工程、信息与计算科学、计算机应用技术等计算机软件相关专业优先； 3.有日语学习兴趣并有3年以上对日软件开发意愿者；4.有三个月以上Java实际开发经验者优先；5.在校学习成绩良好、参加过计算机等相关校级以上竞赛且获得名次者优先；
大客户销售,正式,客户代表,济南市,不限专业,大专及以上,1、有一定的实习经历，对互联网软件及销售工作感兴趣；2、口齿清晰，普通话流利，语音富有感染力；3、具备较强的学习能力和优秀的沟通能力；4、性格坚韧，思维敏捷，具备良好的应变能力和承压能力；5、有敏锐的市场洞察力，有强烈的事业心、责任心和积极的工作态度；
现场施工管理人员,正式,建筑工程管理/项目经理,济南市,工程管理,大专及以上,1、土建类、工程造价、工程管理、岩土工程、地下工程、安全工程等相关专业大专及以上学历；2、能熟练操作CAD办公软件、能掌握一定的施工技术、施工工艺等方面的知识，能熟练使用全站仪、水准仪等测量仪器；3、有一年以上的相关工作经验，曾参与桩基础及基坑支护工程、桥梁项目，并能熟练掌握该专业各项施工法者优先；4、有责任心、吃苦耐劳、积极好学，具有高度责任心和良好的团队意识；5、具备良好的计划和执行能力、有一定的协调能力和人际沟通能力；6、具有建筑类相关证书者优先。
院校顾问,正式,销售顾问,山东省 济南市,不限专业,大专及以上,任职要求1.有客户服务或销售工作经验，特别优秀的应届毕业生亦可；2.有院校资源开拓能力，具备良好的用户服务意识；3.具有较强的沟通能力及客情关系维护技巧，有院校资源者优先；4.有教育行业经验，尤其是学历教育、证书认证类等工作经验者优先；5.具有责任心与事业心，工作细心，有团队合作精神。
云平台开发工程师,正式,Web前端开发,山东省 济南市,机械设计制造及其自动化,本科及以上,任职要求:1.有相关实习经验，精通面向云服务及移动端应用开发；2. 熟悉常见的云平台开发框架，有至少两个以上云平台框架的开发经验；3. 有扎实的web前端基础，熟练掌握HTML、CSS、ES6、typescript等web前端基础语言，至少熟悉一种主流web前端框架；4. 对数据库的基本理论和内部实现机制有深刻的理解，熟悉关系型数据库，如mysql\sqlserver\Oracle，有实际大数据量的数据库设计经验和管理及配置经验；5. 熟悉网络通信机制及常用数据传输协议，如：MQTT、CoAP、XMPP、HTTP，/云API接口；6. 熟悉服务器虚拟化技术及常见的云计算框架，例如：KVM，Docker，Openstack等；7. 能够独立进行云平台的布署和开发，并指导相关人员展开工作；8. 有强烈的责任心和时间观念，能够根据项目实际情况制定制定、推进、分解计划，善于协调各方资源，共同完成目标，能够成为团队的技术领导。9、有新能源工作经验优先10、有华为云相关开发经验优先
,正式,Web前端开发,山东省 济南市,信息与计算科学,本科及以上,任职要求:1.有相关实习经验，精通面向云服务及移动端应用开发；2. 熟悉常见的云平台开发框架，有至少两个以上云平台框架的开发经验；3. 有扎实的web前端基础，熟练掌握HTML、CSS、ES6、typescript等web前端基础语言，至少熟悉一种主流web前端框架；4. 对数据库的基本理论和内部实现机制有深刻的理解，熟悉关系型数据库，如mysql\sqlserver\Oracle，有实际大数据量的数据库设计经验和管理及配置经验；5. 熟悉网络通信机制及常用数据传输协议，如：MQTT、CoAP、XMPP、HTTP，/云API接口；6. 熟悉服务器虚拟化技术及常见的云计算框架，例如：KVM，Docker，Openstack等；7. 能够独立进行云平台的布署和开发，并指导相关人员展开工作；8. 有强烈的责任心和时间观念，能够根据项目实际情况制定制定、推进、分解计划，善于协调各方资源，共同完成目标，能够成为团队的技术领导。9、有新能源工作经验优先10、有华为云相关开发经验优先
技术支持工程师,正式,技术支持/维护工程师,山东省 济南市,机械设计制造及其自动化,本科及以上,任职要求1、 本科以上学历，电气相关专业2、 电气/通信类产品安装调试或项目相关工作经验3、 工作认真仔细，责任心强。4、 能接受出差
测试工程师,正式,测试工程师,山东省 济南市,信息与计算科学,本科及以上,"岗位要求：1. 本科以上学历，电气、电子、计算机工程、计算机科学、自动化类相关专业；2、2年左右的嵌入式系统软件开发的经验；3、有脚本语言Python及C语言使用、编码经验；4、有Linux下的自动测试和测试开发的经验；5、熟悉嵌入操作系统FreeRTOS/RT-Thread6、熟悉操作系统的原理，如进程/线程调度, IO,内存管理、各种总线架构；7、熟悉嵌入式调试技术及工具。8. 熟悉C、C++语言，精通嵌入式测试，熟悉各种主流测试工具及测试管理平台；"
安全管理,正式,安全员,全国,安全工程,本科及以上,1. 在分公司、项目部领导带领下，做好本职工作。2. 安全工程等相关专业。3.全日制本科及以上国家统招2022年应届毕业生。4.通过英语四级，能取得毕业证、学位证。5.吃苦耐劳、诚信热情，有责任心和团队精神，具备较强的专业知识和一定的沟通、组织协调能力。6.身体健康，服从公司安排，适应生产施工企业工作环境和工作特点要求。
施工员、技术员,正式,施工,全国,机械设计制造及其自动化,本科及以上,1.全日制本科及以上国家统招2024年应届毕业生，其中优秀的部分专业人才可放宽至2023年毕业生。2.成绩优良，取得毕业证、学位证。3.吃苦耐劳、诚信热情，有责任心和团队精神，具备较强的专业知识和一定的沟通、组织协调能力。4.身体健康，服从公司安排，适应生产施工企业工作环境和工作特点要求。
,正式,施工,全国,土木工程,本科及以上,1.全日制本科及以上国家统招2024年应届毕业生，其中优秀的部分专业人才可放宽至2023年毕业生。2.成绩优良，取得毕业证、学位证。3.吃苦耐劳、诚信热情，有责任心和团队精神，具备较强的专业知识和一定的沟通、组织协调能力。4.身体健康，服从公司安排，适应生产施工企业工作环境和工作特点要求。
,正式,施工,全国,财务管理,本科及以上,1.全日制本科及以上国家统招2024年应届毕业生，其中优秀的部分专业人才可放宽至2023年毕业生。2.成绩优良，取得毕业证、学位证。3.吃苦耐劳、诚信热情，有责任心和团队精神，具备较强的专业知识和一定的沟通、组织协调能力。4.身体健康，服从公司安排，适应生产施工企业工作环境和工作特点要求。
施工工程师,正式,建筑安装施工员,济南市 永州市 石家庄市 内江市 广州市 深圳市 烟台市 泰安市,不限专业,大专及以上,-
机械电气工程师,正式,工程/设备工程师,石家庄市 济南市 沈阳市 泰安市 深圳市 烟台市,不限专业,本科及以上,-
职能管理,正式,会计,广州市 济南市,不限专业,本科及以上,-
